
  0%|                                                                                                                                                                                             | 0/40000 [00:00<?, ?it/s]
Batch    0 | Loss: 7.5131 | Val: 7.2892 | LR: 3.00e-06 | Tok/s: 117:   0%|                                                                                                                        | 0/40000 [00:30<?, ?it/s]
Batch    0 | Loss: 7.5131 | Val: 7.2892 | LR: 3.00e-06 | Tok/s: 117:   0%|                                                                                                            | 1/40000 [00:30<343:22:13, 30.90s/it]
Batch    1 | Loss: 7.4419 | Val: 7.2892 | LR: 6.00e-06 | Tok/s: 374:   0%|                                                                                                            | 1/40000 [00:36<343:22:13, 30.90s/it]
Batch    1 | Loss: 7.4419 | Val: 7.2892 | LR: 6.00e-06 | Tok/s: 374:   0%|                                                                                                            | 2/40000 [00:36<177:11:53, 15.95s/it]
Batch    2 | Loss: 7.4129 | Val: 7.2892 | LR: 9.00e-06 | Tok/s: 375:   0%|                                                                                                            | 2/40000 [00:41<177:11:53, 15.95s/it]
Batch    2 | Loss: 7.4129 | Val: 7.2892 | LR: 9.00e-06 | Tok/s: 375:   0%|                                                                                                            | 3/40000 [00:41<123:58:10, 11.16s/it]
Batch    3 | Loss: 7.4282 | Val: 7.2892 | LR: 1.20e-05 | Tok/s: 371:   0%|                                                                                                            | 3/40000 [00:47<123:58:10, 11.16s/it]
Batch    3 | Loss: 7.4282 | Val: 7.2892 | LR: 1.20e-05 | Tok/s: 371:   0%|                                                                                                             | 4/40000 [00:47<99:22:33,  8.94s/it]
Batch    4 | Loss: 7.4760 | Val: 7.2892 | LR: 1.50e-05 | Tok/s: 367:   0%|                                                                                                             | 4/40000 [00:52<99:22:33,  8.94s/it]
Batch    4 | Loss: 7.4760 | Val: 7.2892 | LR: 1.50e-05 | Tok/s: 367:   0%|                                                                                                             | 5/40000 [00:52<85:55:02,  7.73s/it]
Batch    5 | Loss: 7.3528 | Val: 7.2892 | LR: 1.80e-05 | Tok/s: 371:   0%|                                                                                                             | 5/40000 [00:58<85:55:02,  7.73s/it]
Batch    5 | Loss: 7.3528 | Val: 7.2892 | LR: 1.80e-05 | Tok/s: 371:   0%|                                                                                                             | 6/40000 [00:58<77:33:43,  6.98s/it]
Batch    6 | Loss: 7.3359 | Val: 7.2892 | LR: 2.10e-05 | Tok/s: 368:   0%|                                                                                                             | 6/40000 [01:04<77:33:43,  6.98s/it]
Batch    6 | Loss: 7.3359 | Val: 7.2892 | LR: 2.10e-05 | Tok/s: 368:   0%|                                                                                                             | 7/40000 [01:04<72:23:41,  6.52s/it]
Batch    7 | Loss: 7.5273 | Val: 7.2892 | LR: 2.40e-05 | Tok/s: 367:   0%|                                                                                                             | 7/40000 [01:09<72:23:41,  6.52s/it]
Batch    7 | Loss: 7.5273 | Val: 7.2892 | LR: 2.40e-05 | Tok/s: 367:   0%|                                                                                                             | 8/40000 [01:09<69:04:31,  6.22s/it]
Batch    8 | Loss: 7.3614 | Val: 7.2892 | LR: 2.70e-05 | Tok/s: 368:   0%|                                                                                                             | 8/40000 [01:15<69:04:31,  6.22s/it]
Batch    8 | Loss: 7.3614 | Val: 7.2892 | LR: 2.70e-05 | Tok/s: 368:   0%|                                                                                                             | 9/40000 [01:15<66:47:33,  6.01s/it]
Batch    9 | Loss: 7.3779 | Val: 7.2892 | LR: 3.00e-05 | Tok/s: 375:   0%|                                                                                                             | 9/40000 [01:20<66:47:33,  6.01s/it]
Batch    9 | Loss: 7.3779 | Val: 7.2892 | LR: 3.00e-05 | Tok/s: 375:   0%|                                                                                                            | 10/40000 [01:20<64:55:08,  5.84s/it]
Batch   10 | Loss: 7.5198 | Val: 7.2892 | LR: 3.30e-05 | Tok/s: 375:   0%|                                                                                                            | 10/40000 [01:26<64:55:08,  5.84s/it]
Batch   10 | Loss: 7.5198 | Val: 7.2892 | LR: 3.30e-05 | Tok/s: 375:   0%|                                                                                                            | 11/40000 [01:26<63:37:59,  5.73s/it]
Batch   11 | Loss: 7.3243 | Val: 7.2892 | LR: 3.60e-05 | Tok/s: 369:   0%|                                                                                                            | 11/40000 [01:31<63:37:59,  5.73s/it]
Batch   11 | Loss: 7.3243 | Val: 7.2892 | LR: 3.60e-05 | Tok/s: 369:   0%|                                                                                                            | 12/40000 [01:31<63:01:46,  5.67s/it]
Batch   12 | Loss: 7.4943 | Val: 7.2892 | LR: 3.90e-05 | Tok/s: 374:   0%|                                                                                                            | 12/40000 [01:37<63:01:46,  5.67s/it]
Batch   12 | Loss: 7.4943 | Val: 7.2892 | LR: 3.90e-05 | Tok/s: 374:   0%|                                                                                                            | 13/40000 [01:37<62:22:02,  5.61s/it]
Batch   13 | Loss: 7.2843 | Val: 7.2892 | LR: 4.20e-05 | Tok/s: 374:   0%|                                                                                                            | 13/40000 [01:42<62:22:02,  5.61s/it]
Batch   13 | Loss: 7.2843 | Val: 7.2892 | LR: 4.20e-05 | Tok/s: 374:   0%|                                                                                                            | 14/40000 [01:42<61:52:50,  5.57s/it]
Batch   14 | Loss: 7.4613 | Val: 7.2892 | LR: 4.50e-05 | Tok/s: 373:   0%|                                                                                                            | 14/40000 [01:48<61:52:50,  5.57s/it]
Batch   14 | Loss: 7.4613 | Val: 7.2892 | LR: 4.50e-05 | Tok/s: 373:   0%|                                                                                                            | 15/40000 [01:48<61:36:11,  5.55s/it]
Batch   15 | Loss: 7.4200 | Val: 7.2892 | LR: 4.80e-05 | Tok/s: 373:   0%|                                                                                                            | 15/40000 [01:53<61:36:11,  5.55s/it]
